,Cities,Countries
84298,Belfort,Netherlands
84299,Belcrum,Netherlands
84300,Beilen,Netherlands
84301,Beetsterzwaag,Netherlands
84302,Beesel,Netherlands
84303,Beesd,Netherlands
84304,Beersdal,Netherlands
84305,Beers,Netherlands
84306,Beekbergen,Netherlands
84307,Beek gem Montferland,Netherlands
84308,Beek,Netherlands
84309,Beek,Netherlands
84310,Beegden,Netherlands
84311,Bedum,Netherlands
84312,Bavel,Netherlands
84313,Barneveld,Netherlands
84314,Barger-Oosterveld,Netherlands
84315,Bargeres,Netherlands
84316,Barendrecht,Netherlands
84317,Banholt,Netherlands
84318,Bangert,Netherlands
84319,Ballast,Netherlands
84320,Balk,Netherlands
84321,Bakkeveen,Netherlands
84322,Bakhuizen,Netherlands
84323,Bakenberg,Netherlands
84324,Bakel,Netherlands
84325,Baflo,Netherlands
84326,Babberich,Netherlands
84327,Baarn,Netherlands
84328,Baarlo,Netherlands
84329,Baarle-Nassau,Netherlands
84330,Baardwijk,Netherlands
84331,Baambrugge,Netherlands
84332,Baalder,Netherlands
84333,Axel,Netherlands
84334,Avenhorn,Netherlands
84335,Austerlitz,Netherlands
84336,Augustinusga,Netherlands
84337,Asten,Netherlands
84338,Assen,Netherlands
84339,Arnhem,Netherlands
84340,Arnemuiden,Netherlands
84341,Arkel,Netherlands
84342,Arcen,Netherlands
84343,Appingedam,Netherlands
84344,Appelscha,Netherlands
84345,Apeldoorn,Netherlands
84346,Annen,Netherlands
84347,Anklaar,Netherlands
84348,Ankeveense Rade,Netherlands
84349,Angerlo,Netherlands
84350,Angeren,Netherlands
84351,Angelslo,Netherlands
84352,Andelst,Netherlands
84353,Amsterdam,Netherlands
84354,Amstenrade,Netherlands
84355,Amstelveen,Netherlands
84356,Ammerzoden,Netherlands
84357,Ammerstol,Netherlands
84358,Amersfoort,Netherlands
84359,Amerongen,Netherlands
84360,America,Netherlands
84361,Amby,Netherlands
84362,Alverna,Netherlands
84363,Alphen aan den Rijn,Netherlands
84364,Alphen,Netherlands
84365,Almkerk,Netherlands
84366,Almere Stad,Netherlands
84367,Almelo,Netherlands
84368,Alkmaar,Netherlands
84369,Alblasserdam,Netherlands
84370,Akkrum,Netherlands
84371,Akert,Netherlands
84372,Afferden,Netherlands
84373,Aduard,Netherlands
84374,Adegeest,Netherlands
84375,Abdissenbosch,Netherlands
84376,Abcoven,Netherlands
84377,Abcoude,Netherlands
84378,Abbekerk,Netherlands
84379,Aardenburg,Netherlands
84380,Aalten,Netherlands
84381,Aalst,Netherlands
84382,Aalst,Netherlands
84383,Aalsmeer,Netherlands
84384,Aalden,Netherlands
84385,Aalburg,Netherlands
84386,Aagtekerke,Netherlands
84387,Camminghaburen,Netherlands
84388,Amsterdam-Zuidoost,Netherlands
84389,Zuid-Berghuizen,Netherlands
84390,Chevremont,Netherlands
84391,Welgelegen,Netherlands
84392,Matenveld,Netherlands
84393,Matenhoeve,Netherlands
84394,Matendonk,Netherlands
84395,Matenhorst,Netherlands
84396,Matendreef,Netherlands
84397,Matengaarde,Netherlands
84398,Rivierenkwartier,Netherlands
84399,Staatsliedenkwartier,Netherlands
84400,Brummelhof,Netherlands
84401,Vogelkwartier,Netherlands
84402,Componistenkwartier,Netherlands
84403,Woudhuis,Netherlands
84404,Sluisoord,Netherlands
84405,Sprenkelaar,Netherlands
84406,De Haven,Netherlands
84407,Binnenstad,Netherlands
84408,Sprengenweg-Noord,Netherlands
84409,Sprengenbos,Netherlands
84410,Spainkbos,Netherlands
84411,De Heeze,Netherlands
84412,Westenenk,Netherlands
84413,Winkewijert,Netherlands
84414,De Bouwhof,Netherlands
84415,Speelheide,Netherlands
84416,Salderes,Netherlands
84417,Jubbega,Netherlands
84418,Meerhoven,Netherlands
84419,Grasrijk,Netherlands
84420,Hoek,Netherlands
84421,De Knipe,Netherlands
84422,Lunetten,Netherlands
84423,Aarle-Rixtel,Netherlands
84424,Kelpen-Oler,Netherlands
84425,Muschberg en Geestenberg,Netherlands
84426,Villapark,Netherlands
84427,Lakerlopen,Netherlands
84428,Berkel en Rodenrijs,Netherlands
84429,Reitdiep,Netherlands
84430,Ypenburg,Netherlands
84431,Aldlân-Oost,Netherlands
84432,Oranjewijk,Netherlands
84433,Vondelwijk,Netherlands
84434,Groenswaard,Netherlands
84435,Randenbroek,Netherlands
84436,Corlaer,Netherlands
84437,Kapelle,Netherlands
84438,Hoogkamp,Netherlands
84439,Gulden Bodem,Netherlands
84440,Sterrenberg,Netherlands
84441,Burgemeesterswijk,Netherlands
84442,Kop van Zuid,Netherlands
84443,'s-Gravenland,Netherlands
84444,Spechtenkamp,Netherlands
84445,Besterd,Netherlands
84446,Wisselaar,Netherlands
84447,Waterdonken,Netherlands
84448,Hunnerberg,Netherlands
84449,Son en Breugel,Netherlands
84450,Marsdijk,Netherlands
84451,Vardø,Norway
84452,Vuonnabahta,Norway
84453,Vadsø,Norway
84454,Storslett,Norway
84455,Skjervøy,Norway
84456,Olderdalen,Norway
84457,Øksfjord,Norway
84458,Mehamn,Norway
84459,Lyngseidet,Norway
84460,Lakselv,Norway
84461,Kvalsund,Norway
84462,Kjøllefjord,Norway
84463,Kirkenes,Norway
84464,Kautokeino,Norway
84465,Kárášjohka,Norway
84466,Honningsvåg,Norway
84467,Ávanuorri,Norway
84468,Hammerfest,Norway
84469,Burfjord,Norway
84470,Bjørnevatn,Norway
84471,Berlevåg,Norway
84472,Båtsfjord,Norway
84473,Alta,Norway
84474,Rypefjord,Norway
84475,Strai,Norway
84476,Skålevik,Norway
84477,Ytre Arna,Norway
84478,Voss,Norway
84479,Volda,Norway
84480,Vinstra,Norway
84481,Vikøyri,Norway
84482,Vikeså,Norway
84483,Vikersund,Norway
84484,Vik,Norway
84485,Vigrestad,Norway
84486,Vigeland,Norway
84487,Vevelstad,Norway
84488,Vestbygd,Norway
84489,Vestby,Norway
84490,Verdal,Norway
84491,Vennesla,Norway
84492,Vatne,Norway
84493,Varhaug,Norway
84494,Vanse,Norway
84495,Vangsvika,Norway
84496,Valle,Norway
84497,Valldal,Norway
84498,Våler,Norway
84499,Vågåmo,Norway
84500,Utsira,Norway
84501,Ulvik,Norway
84502,Ulsteinvik,Norway
84503,Ulefoss,Norway
84504,Uggdal,Norway
84505,Tysvær,Norway
84506,Tysse,Norway
84507,Tynset,Norway
84508,Tveit,Norway
84509,Tvedestrand,Norway
84510,Innbygda,Norway
84511,Trondheim,Norway
84512,Tromsø,Norway
84513,Trofors,Norway
84514,Treungen,Norway
84515,Tretten,Norway
84516,Tranby,Norway
84517,Tonstad,Norway
84518,Tønsberg,Norway
84519,Tomter,Norway
84520,Tomra,Norway
84521,Tolga,Norway
84522,Tofte,Norway
84523,Tjøme,Norway
84524,Tjeldstø,Norway
84525,Tingvatn,Norway
84526,Terråk,Norway
84527,Tau,Norway
84528,Tangvall,Norway
84529,Tananger,Norway
84530,Syfteland,Norway
84531,Svolvær,Norway
84532,Svelvik,Norway
84533,Svelgen,Norway
84534,Sveio,Norway
84535,Sunndalsøra,Norway
84536,Stryn,Norway
84537,Straumen,Norway
84538,Straumen,Norway
84539,Straume,Norway
84540,Stranda,Norway
84541,Storsteinnes,Norway
84542,Storebø,Norway
84543,Stokmarknes,Norway
84544,Stokke,Norway
84545,Stjørdalshalsen,Norway
84546,Steinshamn,Norway
84547,Steinkjer,Norway
84548,Stavern,Norway
84549,Stavanger,Norway
84550,Stange,Norway
84551,Spydeberg,Norway
84552,Spetalen,Norway
84553,Sørumsand,Norway
84554,Sortland,Norway
84555,Sørland,Norway
84556,Solfjellsjøen,Norway
84557,Sola,Norway
84558,Søgne,Norway
84559,Sogndalsfjøra,Norway
84560,Snåase,Norway
84561,Slemmestad,Norway
84562,Skui,Norway
84563,Skudeneshavn,Norway
84564,Skreia,Norway
84565,Skotterud,Norway
84566,Skoppum,Norway
84567,Skogn,Norway
84568,Skoger,Norway
84569,Skodje,Norway
84570,Skjeberg,Norway
84571,Skjærhalden,Norway
84572,Skien,Norway
84573,Ski,Norway
84574,Skaun,Norway
84575,Skarnes,Norway
84576,Skaland,Norway
84577,Sjøvegan,Norway
84578,Skjønhaug,Norway
84579,Sjøholt,Norway
84580,Sistranda,Norway
84581,Siljan,Norway
84582,Setermoen,Norway
84583,Sem,Norway
84584,Selvik,Norway
84585,Seljord,Norway
84586,Selje,Norway
84587,Sauda,Norway
84588,Sarpsborg,Norway
84589,Sandvika,Norway
84590,Sandvika,Norway
84591,Sandnessjøen,Norway
84592,Sandnes,Norway
84593,Sandefjord,Norway
84594,Sande,Norway
84595,Sande,Norway
84596,Sandane,Norway
84597,Sand,Norway
84598,Sagvåg,Norway
84599,Sæveland,Norway
84600,Sætre,Norway
84601,Rygge,Norway
84602,Rubbestadneset,Norway
84603,Røyrvik,Norway
84604,Røyken,Norway
84605,Rotnes,Norway
84606,Røst,Norway
84607,Rosendal,Norway
84608,Rørvik,Norway
84609,Røros,Norway
84610,Rollag,Norway
84611,Rognan,Norway
84612,Roa,Norway
84613,Rjukan,Norway
84614,Risør,Norway
84615,Rindal,Norway
84616,Rena,Norway
84617,Reinsvoll,Norway
84618,Rensvik,Norway
84619,Reine,Norway
84620,Raufoss,Norway
84621,Ranemsletta,Norway
84622,Randaberg,Norway
84623,Ramberg,Norway
84624,Rakkestad,Norway
84625,Råholt,Norway
84626,Prestfoss,Norway
84627,Prestestranda,Norway
84628,Porsgrunn,Norway
84629,Øystese,Norway
84630,Farnes,Norway
84631,Otta,Norway
84632,Osøyro,Norway
84633,Oslo,Norway
84634,Os,Norway
84635,Ørnes,Norway
84636,Orkanger,Norway
84637,Ørje,Norway
84638,Oppdal,Norway
84639,Ølen,Norway
84640,Odda,Norway
84641,Notodden,Norway
84642,Norheimsund,Norway
84643,Noresund,Norway
84644,Nordfjordeid,Norway
84645,Nodeland,Norway
84646,Nesna,Norway
84647,Nesbyen,Norway
84648,Naustdal,Norway
84649,Narvik,Norway
84650,Namsskogan,Norway
84651,Namsos,Norway
84652,Nærbø,Norway
84653,Mysen,Norway
84654,Myre,Norway
84655,Myra,Norway
84656,Mosterhamn,Norway
84657,Moss,Norway
84658,Mosjøen,Norway
84659,Moldjord,Norway
84660,Molde,Norway
84661,Fyresdal,Norway
84662,Mo i Rana,Norway
84663,Moi,Norway
84664,Moen,Norway
84665,Moelv,Norway
84666,Mo,Norway
84667,Mjøndalen,Norway
84668,Midsund,Norway
84669,Meråker,Norway
84670,Melsomvik,Norway
84671,Melhus,Norway
84672,Melbu,Norway
84673,Maura,Norway
84674,Masfjorden,Norway
84675,Manger,Norway
84676,Mandal,Norway
84677,Malvik,Norway
84678,Måløy,Norway
84679,Malm,Norway
84680,Lysaker,Norway
84681,Lyngdal,Norway
84682,Lunde,Norway
84683,Lundamo,Norway
84684,Løten,Norway
84685,Løpsmarka,Norway
84686,Lonevåg,Norway
84687,Fossbergom,Norway
84688,Lødingen,Norway
84689,Løding,Norway
84690,Lindås,Norway
84691,Lillestrøm,Norway
84692,Lillesand,Norway
84693,Lillehammer,Norway
84694,Liknes,Norway
84695,Levanger,Norway
84696,Lervik,Norway
84697,Lensvik,Norway
84698,Lena,Norway
84699,Leland,Norway
84700,Leknes,Norway
84701,Leirvik,Norway
84702,Leirsund,Norway
84703,Lauvsnes,Norway
84704,Larvik,Norway
84705,Larsnes,Norway
84706,Larkollen,Norway
84707,Langevåg,Norway
84708,Langesund,Norway
84709,Lærdalsøyri,Norway
84710,Kyrksæterøra,Norway
84711,Kviteseid,Norway
84712,Krokstadøra,Norway
84713,Kristiansund,Norway
84714,Kristiansand,Norway
84715,Kragerø,Norway
84716,Korgen,Norway
84717,Koppang,Norway
84718,Kopervik,Norway
84719,Konsmo,Norway
84720,Kongsvinger,Norway
84721,Kongsberg,Norway
84722,Kolvereid,Norway
84723,Kolbotn,Norway
84724,Knarvik,Norway
84725,Knappstad,Norway
84726,Knappskog,Norway
84727,Kløfta,Norway
84728,Kleppestø,Norway
84729,Kjøpsvik,Norway
84730,Kirkenær,Norway
84731,Karlshus,Norway
84732,Kabelvåg,Norway
84733,Judaberg,Norway
84734,Jørpeland,Norway
84735,Jondal,Norway
84736,Jevnaker,Norway
84737,Jessheim,Norway
84738,Jaren,Norway
84739,Isdalstø,Norway
84740,Inndyr,Norway
84741,Hyllestad,Norway
84742,Hylkje,Norway
84743,Hvittingfoss,Norway
84744,Hundorp,Norway
84745,Høyanger,Norway
84746,Hovden,Norway
84747,Hov,Norway
84748,Horten,Norway
84749,Hopen,Norway
84750,Hønefoss,Norway
84751,Hommelvik,Norway
84752,Holmestrand,Norway
84753,Hol,Norway
84754,Hokksund,Norway
84755,Hjelset,Norway
84756,Herre,Norway
84757,Hermansverk,Norway
84758,Hemsedal,Norway
84759,Hemnesberget,Norway
84760,Heggenes,Norway
84761,Hauknes,Norway
84762,Haugesund,Norway
84763,Hauge i Dalane,Norway
84764,Harstad,Norway
84765,Hareid,Norway
84766,Hardbakke,Norway
84767,Hansnes,Norway
84768,Hamnvik,Norway
84769,Hamar,Norway
84770,Halden,Norway
84771,Hagavik,Norway
84772,Gvarv,Norway
84773,Gullhaug,Norway
84774,Gryllefjord,Norway
84775,Grua,Norway
84776,Grong,Norway
84777,Grimstad,Norway
84778,Gravdal,Norway
84779,Gratangen,Norway
84780,Granvin,Norway
84781,Gol,Norway
84782,Glomfjord,Norway
84783,Gladstad,Norway
84784,Justvik,Norway
84785,Gjøvik,Norway
84786,Gjerstad,Norway
84787,Geilo,Norway
84788,Frogner,Norway
84789,Frekhaug,Norway
84790,Fredrikstad,Norway
84791,Fossby,Norway
84792,Fosnavåg,Norway
84793,Førde,Norway
84794,Folldal,Norway
84795,Florø,Norway
84796,Flekkefjord,Norway
84797,Flateby,Norway
84798,Flå,Norway
84799,Fitjar,Norway
84800,Finnsnes,Norway
84801,Fillan,Norway
84802,Fevik,Norway
84803,Fetsund,Norway
84804,Fedje,Norway
84805,Fauske,Norway
84806,Farsund,Norway
84807,Fagerstrand,Norway
84808,Fagernes,Norway
84809,Evjen,Norway
84810,Evje,Norway
84811,Evenskjer,Norway
84812,Etne,Norway
84813,Espeland,Norway
84814,Elverum,Norway
84815,Eivindvik,Norway
84816,Eikelandsosen,Norway
84817,Eike,Norway
84818,Eidsvoll,Norway
84819,Eidsvåg,Norway
84820,Eidfjord,Norway
84821,Eide,Norway
84822,Egersund,Norway
84823,Drøbak,Norway
84824,Drammen,Norway
84825,Dovre,Norway
84826,Dombås,Norway
84827,Dokka,Norway
84828,Dalen,Norway
84829,Dale,Norway
84830,Dale,Norway
84831,Bygland,Norway
84832,Bryne,Norway
84833,Brumunddal,Norway
84834,Bruflat,Norway
84835,Brønnøysund,Norway
84836,Svortland,Norway
84837,Brekstad,Norway
84838,Brattvåg,Norway
84839,Botngård,Norway
84840,Borkenes,Norway
84841,Ránda,Norway
84842,Bodø,Norway
84843,Bø,Norway
84844,Blakstad,Norway
84845,Bjørkelangen,Norway
84846,Bjerkvik,Norway
84847,Birkeland,Norway
84848,Berkåk,Norway
84849,Berger,Norway
84850,Bergen,Norway
84851,Batnfjordsøra,Norway
84852,Barkåker,Norway
84853,Ballangen,Norway
84854,Balestrand,Norway
84855,Bagn,Norway
84856,Austrheim,Norway
84857,Aursmoen,Norway
84858,Aure,Norway
84859,Auli,Norway
84860,Askim,Norway
84861,Asker,Norway
84862,Ask,Norway
84863,Åsgårdstrand,Norway
84864,Aas,Norway
84865,Ås,Norway
84866,Åros,Norway
84867,Årnes,Norway
84868,Årnes,Norway
84869,Indre Arna,Norway
84870,Arendal,Norway
84871,Årdalstangen,Norway
84872,Åneby,Norway
84873,Andenes,Norway
84874,Åndalsnes,Norway
84875,Åmot,Norway
84876,Åmli,Norway
84877,Alvdal,Norway
84878,Ålgård,Norway
84879,Ålesund,Norway
84880,Ålen,Norway
84881,Ål,Norway
84882,Åkrehamn,Norway
84883,Ågotnes,Norway
84884,Å i Åfjord,Norway
84885,Vormedal,Norway
84886,Tingvoll,Norway
84887,Oppeid,Norway
84888,Hommersåk,Norway
84889,Vikevåg,Norway
84890,Årøysund,Norway
84891,Myre,Norway
84892,Nesoddtangen,Norway
84893,Askøy,Norway
84894,Ørsta,Norway
84895,Ryggebyen,Norway
84896,Vedavågen,Norway
84897,Vestnes,Norway
84898,Fjellfoten,Norway
84899,Neskollen,Norway
84900,Kinsarvik,Norway
84901,Sjølyststranda,Norway
84902,Skei,Norway
84903,Ytrebygda,Norway
84904,Sandsli,Norway
84905,Stjørdal,Norway
84906,Frosta,Norway
84907,Vik,Norway
84908,Sogndal,Norway
84909,Rømskog,Norway
84910,Meieribyen,Norway
84911,Kirkebygda,Norway
84912,Elvestad,Norway
84913,Forsand,Norway
84914,Fjerdingby,Norway
84915,Kirkebygda,Norway
84916,Kjenn,Norway
84917,Teigebyen,Norway
84918,Hurdal,Norway
84919,Flisa,Norway
84920,Bergset,Norway
84921,Engerdal,Norway
84922,Lesja,Norway
84923,Bismo,Norway
84924,Ringebu,Norway
84925,Segalstad bru,Norway
84926,Slidre,Norway
84927,Vang,Norway
84928,Vik,Norway
84929,Trøim,Norway
84930,Hol,Norway
84931,Lierbyen,Norway
84932,Lampeland,Norway
84933,Rødberg,Norway
84934,Revetal,Norway
84935,Andebu,Norway
84936,Borgheim,Norway
84937,Sauland,Norway
84938,Blakstad,Norway
84939,Birketveit,Norway
84940,Helland,Norway
84941,Kyrkjebygda,Norway
84942,Kleppe,Norway
84943,Hjelmelandsvågen,Norway
84944,Sand,Norway
84945,Ydstebøhamn,Norway
84946,Bokn,Norway
84947,Aksdal,Norway
84948,Skogsvågen,Norway
84949,Straume,Norway
84950,Aurlandsvangen,Norway
84951,Gaupne,Norway
84952,Askvoll,Norway
84953,Hornindal,Norway
84954,Fiskå,Norway
84955,Stordal,Norway
84956,Sykkylven,Norway
84957,Valderøy,Norway
84958,Falkhytta,Norway
84959,Elnesvågen,Norway
84960,Bruhagen,Norway
84961,Surnadal,Norway
84962,Liabøen,Norway
84963,Rissa,Norway
84964,Roan,Norway
84965,Steinsdalen,Norway
84966,Meldal,Norway
84967,Støren,Norway
84968,Børsa,Norway
84969,Klæbu,Norway
84970,Mebonden,Norway
84971,Leksvik,Norway
84972,Namdalseid,Norway
84973,Høylandet,Norway
84974,Jøa,Norway
84975,Silvalen,Norway
84976,Hattfjelldal,Norway
84977,Lurøy,Norway
84978,Husøya,Norway
84979,Vågaholmen,Norway
84980,Leinesfjorden,Norway
84981,Leknes,Norway
84982,Tennevoll,Norway
84983,Sørreisa,Norway
84984,Brøstadbotn,Norway
84985,Hatteng,Norway
84986,Breivikbotn,Norway
84987,Tana bru,Norway
84988,Ulsteinvik weather pws station,Norway
84989,Billingstad,Norway
84990,Nordstranda,Norway
84991,Lyefjell,Norway
84992,Wāliṅ,Nepal
84993,Tulsīpur,Nepal
84994,Ṭikāpur,Nepal
84995,Tānsen,Nepal
84996,Siraha,Nepal
84997,Salyān,Nepal
84998,Rāmechhāp,Nepal
84999,Rājbirāj,Nepal
85000,Pyūthān,Nepal
85001,Pokhara,Nepal
85002,Pātan,Nepal
85003,Panauti̇̄,Nepal
85004,Namche Bazar,Nepal
85005,Nagarkot,Nepal
85006,Malaṅgawā,Nepal
85007,Mahendranagar,Nepal
85008,Lobujya,Nepal
85009,Lamjung,Nepal
85010,Lahān,Nepal
85011,Kothari,Nepal
85012,Kirtipur,Nepal
85013,Khanbari,Nepal
85014,Kathmandu,Nepal
85015,Jumla,Nepal
85016,Janakpur,Nepal
85017,Jaleshwar,Nepal
85018,Titahari,Nepal
85019,Ilām,Nepal
85020,Hetauda,Nepal
85021,Gulariyā,Nepal
85022,Gaur,Nepal
85023,Dhulikhel,Nepal
85024,Dharān,Nepal
85025,Dhankutā,Nepal
85026,Dhangaḍhi̇̄,Nepal
85027,Dārchulā,Nepal
85028,Dailekh,Nepal
85029,Dadeldhurā,Nepal
85030,Butwāl,Nepal
85031,Birgañj,Nepal
85032,Biratnagar,Nepal
85033,Bhojpur,Nepal
85034,Bhojpur,Nepal
85035,Bharatpur,Nepal
85036,Bhaktapur,Nepal
85037,Siddharthanagar,Nepal
85038,Bhadrapur,Nepal
85039,Bardiyā,Nepal
85040,Banepā,Nepal
85041,Bāglung,Nepal
85042,Achhām,Nepal
85043,Besisahar,Nepal
85044,Birendranagar,Nepal
85045,Dipayal,Nepal
85046,Nepalgunj,Nepal
85047,Chitre,Nepal
85048,Surkhet,Nepal
85049,Panauti,Nepal
85050,Inaruwa,Nepal
85051,kankrabari Dovan,Nepal
85052,Triyuga,Nepal
85053,Madhyapur Thimi,Nepal
85054,Hari Bdr Tamang House,Nepal
85055,Bhattarai Danda,Nepal
85056,Dihi,Nepal
85057,Yangor,Nauru
85058,Uaboe,Nauru
85059,Baiti,Nauru
85060,Ijuw,Nauru
85061,Anibare,Nauru
85062,Anabar,Nauru
85063,Yaren,Nauru
85064,Arijejen,Nauru
85065,Menen,Nauru
85066,Alofi,Niue
85067,Woodend,New Zealand
85068,Whitianga,New Zealand
85069,Whangamata,New Zealand
85070,Wellsford,New Zealand
85071,Wellington,New Zealand
85072,Warkworth,New Zealand
85073,Wanganui,New Zealand
85074,Wakefield,New Zealand
85075,Waiuku,New Zealand
85076,Waiouru,New Zealand
85077,Waimate North,New Zealand
85078,Waihi Beach,New Zealand
85079,Turangi,New Zealand
85080,Tokoroa,New Zealand
85081,Tinwald,New Zealand
85082,Timaru,New Zealand
85083,Te Kauwhata,New Zealand
85084,Te Anau,New Zealand
85085,Taupo,New Zealand
85086,Takaka,New Zealand
85087,Tairua,New Zealand
85088,Taipa,New Zealand
85089,Rolleston,New Zealand
85090,Richmond,New Zealand
85091,Rakaia,New Zealand
85092,Raglan,New Zealand
85093,Pukekohe East,New Zealand
85094,Prebbleton,New Zealand
85095,Portobello,New Zealand
85096,Motueka,New Zealand
85097,Porirua,New Zealand
85098,Pleasant Point,New Zealand
85099,Wanaka,New Zealand
85100,Paraparaumu,New Zealand
85101,Parakai,New Zealand
85102,Papatowai,New Zealand
85103,Palmerston North,New Zealand
85104,Paihia,New Zealand
85105,Oxford,New Zealand
85106,Otorohanga,New Zealand
85107,North Shore,New Zealand
85108,Ngunguru,New Zealand
85109,Ngatea,New Zealand
85110,New Plymouth,New Zealand
85111,Nelson,New Zealand
85112,Napier,New Zealand
85113,Murupara,New Zealand
85114,Muriwai Beach,New Zealand
85115,Moerewa,New Zealand
85116,Methven,New Zealand
85117,Maungatapere,New Zealand
85118,Mapua,New Zealand
85119,Manukau City,New Zealand
85120,Mangere,New Zealand
85121,Maketu,New Zealand
85122,Lower Hutt,New Zealand
85123,Lincoln,New Zealand
85124,Leeston,New Zealand
85125,Kingston,New Zealand
85126,Khandallah,New Zealand
85127,Kerikeri,New Zealand
85128,Kelburn,New Zealand
85129,Kawerau,New Zealand
85130,Kawakawa,New Zealand
85131,Katikati,New Zealand
85132,Invercargill,New Zealand
85133,Hastings,New Zealand
85134,Hamilton,New Zealand
85135,Edgecumbe,New Zealand
85136,Dunedin,New Zealand
85137,Dargaville,New Zealand
85138,Darfield,New Zealand
85139,Coromandel,New Zealand
85140,Christchurch,New Zealand
85141,Castlepoint,New Zealand
85142,Burnham,New Zealand
85143,Bulls,New Zealand
85144,Brooklyn,New Zealand
85145,Brightwater,New Zealand
85146,Auckland,New Zealand
85147,Amberley,New Zealand
85148,Ahipara,New Zealand
85149,Opunake,New Zealand
85150,Eltham,New Zealand
85151,Hawera,New Zealand
85152,Patea,New Zealand
85153,Foxton,New Zealand
85154,Levin,New Zealand
85155,Otaki,New Zealand
85156,Wairoa,New Zealand
85157,Gisborne,New Zealand
85158,Waipawa,New Zealand
85159,Masterton,New Zealand
85160,Hokitika,New Zealand
